x,y,z,rx,ry,rz
0.32826379317074394,-0.08904152902801145,0.3788232781245055,-3.008870560859972,0.051072193698860735,-3.0432667116746086
0.32996572948869,-0.09221898676243606,0.3792702448416367,-3.009410700074687,0.04516936533477276,-3.0358057238594696
0.32708125381178293,-0.08998037566051592,0.37811532433135336,-3.0084879104425046,0.05357466286866815,-3.039781976760059
0.3278632024005807,-0.09273817420807098,0.37825370206571907,-3.009285863417898,0.0506964030422952,-3.0337461916087602
0.32924561095756893,-0.09199661644702237,0.3790421147105301,-3.0091147094889887,0.04692594716449714,-3.035882814045153
0.32924373135244306,-0.08851418781313673,0.3789919188906808,-3.007596467889075,0.04837170274842484,-3.044675394643049
0.3253540872911529,-0.08955898540567968,0.3774456665686342,-3.0077682884645287,0.05849594155407985,-3.0407043789157484
0.32574988209626243,-0.08896886070023245,0.37788188174868054,-3.0077584252380025,0.057324244269153675,-3.042198109852402
0.3270237233990322,-0.08851853660664182,0.378076247881712,-3.0089430531200088,0.0544165033918952,-3.0439499851583025
0.33046657391518297,-0.09192126957930907,0.3795082709684181,-3.009236260522981,0.043677792972080756,-3.0363393772495546
