x,y,z,rx,ry,rz
0.4537486761743412,-0.05138583634712874,0.009968764561444854,-3.038548127289494,0.10018902687426694,0.06187958070468458
0.4536538370762879,-0.051334836523489996,0.010179899575162799,-3.039029530175943,0.09458721052384383,0.06941816090727121
0.45366242451374766,-0.051207194843177074,0.00977902320519547,-3.03798838457069,0.10283430676334111,0.06528548897501563
0.453685749878543,-0.051299819079168724,0.009920157889295567,-3.0390153503471637,0.1001314876195965,0.07129233583430511
0.45362419949718014,-0.05128481765205047,0.010198596504816693,-3.038703300911847,0.09643795229818058,0.06928934179437034
0.453713754067289,-0.05130012968374522,0.009733933586226207,-3.0377209873033615,0.09739319761948845,0.060372232226144344
0.4537201882596038,-0.05129640877042635,0.009623857502518929,-3.0379396507263996,0.10763448461354375,0.06393968408790912
0.4536626173342646,-0.05128409238869566,0.009897030969884701,-3.03775294860516,0.10654866736477102,0.06256738401911607
0.45372748243418215,-0.05127875663051868,0.009641673707274534,-3.038687125953115,0.10359771771525507,0.061029567990613466
0.45362034818144875,-0.051224528655288815,0.010253892515786456,-3.0388231208550254,0.09316261943499889,0.06891023800385214
0.4295758945373451,-0.04984351219271974,-0.0068801355594235725,-3.0465347280602986,0.055723989187197336,0.006679747653151557
0.39367368260275193,-0.03914708837072693,0.012852955941287936,-3.0471966455499744,0.022614634563365727,-0.03486633170589795
0.4371992500526163,-0.04497466307300574,0.004288520905689763,-3.044115634131408,0.00958617911164805,-0.16054452542804507
0.42983058470185165,-0.05012060424322471,-0.007130997335911826,-3.046424495634723,0.05265045222907532,-0.0017324119519136847
0.39354958239340665,-0.03914119847983896,0.012716054903507357,-3.045040747772285,0.01967395047735975,-0.031810625496478055
0.4383320626941622,-0.04558031417969782,0.0014664403815712879,-3.051174615371671,0.0696005753386089,-0.0978768133651345
0.4298012489365758,-0.050067665690798936,-0.006863359280558035,-3.046083509490277,0.04886787112689503,0.007142407281816527
0.39357982488786486,-0.039372208247739585,0.012160650839576015,-3.04434483173037,0.019979380935261776,-0.027824019777441044
0.4377342638352357,-0.04540824614845774,0.0027825984583817465,-3.0449778797741,0.020726792463375818,-0.130785115458052
0.42984072228570025,-0.04997559241811088,-0.007812795114886917,-3.045344277595777,0.04605243042472165,-0.0010165993450300694
0.4296878451489671,-0.049971851878612264,-0.006449543171475447,-3.046691067234672,0.06437663228799659,0.01112281562884407
0.4297026165159625,-0.05006193152457618,-0.006962401366148396,-3.047084511843028,0.056105035146584256,0.0035112011547685684
0.3936470274989632,-0.03928589478445535,0.012553122019045848,-3.044945870208854,0.019531223330729413,-0.030471752309544638
0.4377059715344072,-0.045222542529388954,0.004062828032596888,-3.0423649935129,0.003960509516803377,-0.15767546487998796
0.42957767663049357,-0.04961650190961449,-0.006655426680451548,-3.0458208498038726,0.050735510914220065,0.005802780160133417
0.39369478254922535,-0.03944473788314779,0.012232972117385221,-3.0460394540887155,0.019880444671419254,-0.030243459730578973
0.4377663383966915,-0.04539836463050899,0.0026391929216284526,-3.048736998353122,0.024199724639640298,-0.12590984423678042
0.4297749463407709,-0.05043750251087904,-0.006562974559942314,-3.0471601385960656,0.051822209958278714,0.0027573974266899785
0.3934558968950124,-0.03932592577718358,0.012113754709760338,-3.0453121749077443,0.017590010062359173,-0.029411758228061434
0.4372776889544246,-0.045337771363791884,0.0017646167440545368,-3.0495715894086985,0.04170824456831094,-0.11235938252507946
0.4297660948083885,-0.049745345532104315,-0.007609464066697824,-3.0450843352782226,0.03848465265727857,0.00048041635107033237
0.3936260483374463,-0.03928195712933173,0.012329669289089684,-3.0467870170518294,0.01872155238547359,-0.03183170651202503
0.43800924360387944,-0.04517887369138596,0.003107876525610731,-3.046527580417832,0.023847283997609832,-0.11816854025998016
